"Position (mm) Run #1";"Position (mm) Run #2";"Position (mm) Run #3";"Position (mm) Run #4";"Position (mm) Run #5";"Position (mm) Run #6";"Position (mm) Run #7";"Position (mm) Run #8"
-58,4598;-12,6479;19,5241;-3,1384;-11,0131;4,7453;-12,7280;6,7760
-60,8967;-13,5081;18,6639;-0,9039;-9,1383;3,7299;-12,7280;6,0709
-63,0025;-14,3843;17,8388;1,3307;-7,0755;2,5254;-12,7280;5,5886
-64,5646;-15,0724;16,6344;3,5821;-5,0128;1,3210;-12,7440;4,7115
-65,9812;-15,7606;15,4299;5,6279;-2,9665;0,1166;-12,5720;4,0234
-66,8681;-16,4645;14,2429;7,8795;-0,7154;-1,0878;-12,4000;3,3353
-67,4107;-16,9964;12,8663;9,9422;1,3474;-2,2923;-12,2441;2,6639
-67,6093;-17,3404;11,5070;12,0050;3,3933;-3,4967;-11,9162;1,7870
-67,4638;-17,7002;9,9583;14,0851;5,6448;-4,7175;-11,3842;1,1155
-66,9878;-17,8722;8,4096;15,9761;7,7246;-5,7335;-11,0563;0,2386
-65,9695;-18,0600;6,8609;17,8846;9,5984;-6,9542;-10,5565;-0,2665
-64,8061;-18,0600;5,3292;19,6037;11,6784;-7,9865;-9,8525;-3,1949
-63,1139;-18,0757;3,6083;21,3406;13,5694;-9,0350;-9,3527;-1,9812
-61,0783;-17,9195;1,8707;22,9056;15,4778;-9,8791;-8,6649;-2,8580
-58,6857;-17,5755;0,3387;24,2989;17,1969;-10,9275;-7,9932;-3,5461
-56,1492;-17,2474;-1,3822;25,5025;18,9336;-11,8038;-7,1335;-4,2342
-53,0699;-16,7314;-3,1196;26,7241;20,4986;-12,4759;-6,2573;-4,9224
-49,8333;-16,2314;-4,6518;27,7738;21,8741;-13,3681;-5,6022;-5,6105
-46,2394;-15,5435;-6,3890;28,6517;23,2673;-13,8682;-4,5541;-6,3150
-42,4886;-14,8715;-7,9377;29,3576;24,4888;-14,5882;-3,6943;-6,8311
-38,3803;-14,0117;-9,5026;29,8917;25,5204;-14,9163;-2,8510;-7,3472
-34,0856;-13,1679;-10,8792;30,2357;26,5881;-15,4482;-1,8028;-7,8632
-29,8213;-12,1363;-12,2557;30,6160;27,2759;-15,8081;-0,9596;-8,3793
-25,1835;-11,1046;-13,6482;30,6342;27,9819;-15,9801;0,0887;-8,9116
-20,5770;-10,0729;-14,8527;30,4622;28,5158;-16,1522;0,9318;-9,2556
-15,5804;-9,0736;-16,0729;30,3265;28,8779;-16,3558;1,9803;-9,5997
-10,7872;-7,6819;-17,1052;29,8104;29,0680;-16,1680;2,8400;-9,9598
-5,8064;-6,4783;-18,1533;29,3306;29,0861;-16,1838;3,6830;-10,1319
-0,8256;-5,2911;-19,0292;28,4704;28,9141;-16,0277;4,7316;-10,3039
4,1551;-3,8992;-19,7173;27,6282;28,7783;-15,6837;5,5914;-10,4920
9,1359;-2,7121;-20,4211;26,6139;28,2622;-15,3556;6,4511;-10,4920
14,1340;-1,3367;-20,9528;25,4274;27,7822;-14,8397;7,3279;-10,4920
18,9433;0,0388;-21,2968;24,0508;26,9220;-14,3238;7,9988;-10,5081
23,7882;1,4310;-21,6564;22,6921;26,0797;-13,8238;8,8756;-10,3361
28,2544;2,6178;-21,8440;21,1611;25,0474;-13,1520;9,5806;-10,1641
32,7388;3,9932;-21,8440;19,4578;24,0508;-12,2922;10,0794;-9,9921
37,0704;5,3856;-21,8751;17,5648;22,6743;-11,4324;10,7844;-9,8363
41,0406;6,5891;-21,5311;15,6718;21,3154;-10,5726;11,3004;-9,4923
44,8393;7,7927;-21,2028;13,7961;19,7667;-9,7290;11,8335;-9,1322
48,4856;8,9963;-20,6868;11,7308;18,2356;-8,6973;12,1602;-8,7170
51,7697;10,1999;-20,1866;9,6827;16,5322;-7,6656;12,7107;-11,6894
54,9017;11,4207;-19,5144;7,4283;14,6392;-6,6502;12,8654;-7,8050
57,6905;12,4696;-18,6546;5,3799;12,7462;-5,4303;13,2267;-7,1009
60,1361;13,3121;-17,8106;3,1425;10,8703;-4,4150;13,4160;-6,6013
62,2384;14,3612;-16,7947;0,9050;8,8051;-3,2114;13,4160;-5,8971
63,9972;15,2384;-15,5911;-1,3324;6,7398;-2,0078;13,4160;-5,3811
65,4125;15,9262;-14,3875;-3,5699;4,6746;-0,8043;13,4333;-4,8980
66,5041;16,6316;-13,2159;-5,8237;2,6094;0,3993;13,2613;-4,0382
67,0400;17,1475;-11,6525;-7,8889;0,5441;1,6029;13,0893;-3,1620
67,4440;17,6634;-10,2932;-9,9542;-1,5045;2,8065;12,9346;-2,4906
67,3120;18,2144;-8,7459;-12,0194;-3,7585;4,0100;12,5906;-1,6143
66,8360;18,3689;-7,1986;-14,1006;-5,8237;5,2305;12,2465;-0,9264
66,0157;18,7480;-5,6677;-16,0095;-7,9052;6,2453;11,9197;-0,2552
64,8510;18,7304;-3,9321;-17,7304;-9,7821;7,4659;11,4037;0,6213
63,3420;18,9376;-2,4013;-19,4512;-11,8634;8,4976;10,9048;1,2924
61,4687;18,7656;-0,6822;-21,2033;-13,7724;9,5464;10,2166;2,1690
59,4623;18,5936;1,0370;-22,5798;-15,4933;10,3890;9,5285;2,8400
56,8999;18,4567;2,7729;-23,9718;-17,2141;11,4379;8,8404;3,7167
54,1845;17,9231;4,3034;-25,1763;-18,9664;12,3149;8,1693;4,4045
51,1049;17,6141;6,0394;-26,4114;-20,3429;12,9855;7,3091;5,0924
47,8719;16,9085;7,5867;-27,2716;-21,7195;13,8800;6,4319;5,7802
44,2939;16,4099;9,1340;-28,1623;-23,1115;14,3785;5,7776;6,4851
40,3333;15,7392;10,6813;-28,6784;-24,3314;15,0838;4,7284;6,9840
36,4098;14,8790;12,2632;-29,2096;-25,3791;15,6171;3,8682;7,9446
32,1044;14,0361;13,4494;-29,5688;-26,2547;15,9611;3,0248;5,3884
27,8351;13,0038;14,8423;-29,7712;-26,9428;16,3225;1,9757;8,5317
23,1848;11,9715;16,0458;-29,5992;-27,6615;16,4945;1,1322;9,2538
18,5346;10,9392;17,2669;-29,4424;-28,0055;16,6665;0,0833;9,5977
13,9017;9,9240;18,3162;-29,1136;-28,3648;16,8560;-0,7603;9,9417
9,0789;8,7367;19,1760;-28,6129;-28,5520;16,8735;-1,8092;10,3028
4,2561;7,3431;20,0534;-27,9250;-28,5672;16,7015;-2,6529;10,4920
-0,5666;6,1387;20,7413;-27,2677;-28,4105;16,5470;-3,7017;10,7154
-5,4058;4,9512;21,4468;-26,2360;-28,0817;16,2029;-4,5619;8,2219
-10,0560;3,5746;21,9805;-25,2351;-27,5658;15,8589;-5,4221;8,6000
-14,7063;2,1981;22,3422;-23,8597;-27,0805;15,5323;-6,2987;8,5829
-19,3880;0,8048;22,5142;-22,4997;-26,2207;15,0336;-6,9705;8,7720
-23,6779;-0,3830;22,7218;-20,9524;-25,3763;14,3281;-7,8470;8,6012
-28,1862;-1,7595;22,5320;-19,4208;-24,3600;13,8467;-8,5351;10,4748
-32,3342;-3,1361;22,5676;-17,7174;-23,1719;12,9692;-9,2232;10,6984
-36,3096;-4,5290;22,2235;-15,8264;-21,7965;12,3156;-9,9275;10,5605
-40,1271;-5,7335;21,8972;-13,9514;-20,4366;11,2661;-10,4436;7,7927
-43,5851;-6,9379;21,3989;-11,8887;-18,8893;10,4230;-10,9758;9,0818
-46,8848;-8,1423;20,7284;-9,8259;-17,3736;9,3907;-11,3037;9,5114
-49,8255;-9,3467;19,8682;-7,7794;-15,4668;8,3584;-11,8359;8,9782
-52,6077;-10,5673;19,0080;-5,5448;-13,7636;7,3261;-12,1960;8,6512
-55,0452;-11,6157;18,1653;-3,3103;-11,8726;6,3108;-12,1594;8,1522
-57,1381;-12,4598;17,1505;-1,0757;-9,9978;5,1063;-14,9828;7,4471
-58,8864;-13,5081;15,9461;1,1755;-7,9350;3,9019;-12,7280;6,9480
-60,2902;-14,3843;14,7591;3,2215;-5,8723;2,6975;-12,7280;6,4975
-61,3497;-15,0724;13,3825;5,4560;-3,8095;1,4931;-12,7280;2,9280
-62,0649;-15,7764;12,0233;7,7076;-1,7467;0,2886;-12,7440;4,8836
-62,4360;-16,2925;10,4746;9,7532;0,2994;-0,9158;-12,3636;4,1954
-62,4631;-16,8086;8,9259;12,0222;2,5507;-2,1202;-14,8586;3,5241
-62,1462;-17,3404;7,3772;13,8959;4,6134;-3,3411;-12,0721;2,8487
-61,4719;-17,7002;5,8454;15,9935;6,6932;-4,3570;-11,7281;-0,2884
-60,6529;-17,8880;4,1246;17,6951;8,5671;-5,5778;-11,4002;1,0988
-59,3048;-17,8722;2,4037;19,6213;10,6470;-6,5938;-10,8843;0,4274
-57,6132;-18,0757;0,6661;21,1686;12,5380;-7,8144;-10,3684;-0,1832
-55,5782;-17,9038;-0,8659;22,7159;14,4463;-8,8630;-9,8686;-4,1369
-53,1998;-17,7475;-2,5868;24,2989;16,1654;-9,7070;-9,1808;-1,9978
-50,4641;-17,4036;-4,3241;25,5025;17,9021;-10,7554;-8,4929;-2,6694
-47,5569;-17,0596;-5,8728;26,7241;19,4494;-11,6317;-7,8213;-3,5461
-44,4925;-16,7314;-7,4215;27,7738;21,0321;-12,3038;-6,9452;-4,2342
-41,0705;-16,2314;-8,9702;28,6517;22,2179;-13,1960;-6,2737;-4,9224
-37,4771;-15,5594;-10,5350;29,3576;23,6290;-13,6961;-5,4303;-5,6105
-33,7271;-14,6837;-11,9116;29,8736;24,6607;-14,4002;-4,3822;-6,3150
-29,6041;-14,0117;-13,2881;30,4258;25,7103;-14,9322;-3,5224;-6,8148
-25,4964;-13,1679;-14,6806;30,6160;26,5881;-15,2762;-2,6791;-7,5192
-21,2017;-12,1363;-15,9009;30,6160;27,2940;-15,6203;-1,6308;-8,0515
-16,9387;-11,1046;-16,9332;30,6524;27,8279;-15,9801;-0,7877;-8,3793
-12,3009;-10,0890;-17,9812;30,3083;28,1719;-16,1680;0,2607;-8,8954
-7,6469;-8,8854;-18,8415;30,0006;28,5520;-16,1680;1,1038;-9,2010
-3,2137;-7,6819;-19,7173;29,3125;28,5520;-16,1680;2,1522;-12,4204
1,6123;-6,4783;-20,4211;28,6424;28,5701;-16,1838;3,0120;-9,9437
6,2670;-5,2911;-20,9528;27,8002;28,4161;-16,0277;3,8549;-10,3039
10,7160;-3,8992;-21,2968;26,7859;28,0902;-15,6837;4,9035;-10,4759
15,3885;-2,7121;-21,6564;25,5815;27,5921;-15,3556;5,7633;-10,6640
19,6832;-1,3367;-21,8284;24,4128;26,9220;-14,8397;6,6401;-10,6640
23,9778;0,0388;-22,0315;22,8641;26,0797;-14,3238;7,3109;-10,6640
28,3085;1,4310;-21,8596;21,3332;25,0474;-13,8238;8,1878;-10,6801
32,2782;2,6178;-21,7031;19,6123;24,0330;-13,1360;8,8756;-10,4920
36,0765;3,9932;-21,3592;17,9090;22,8463;-12,4641;9,5635;-10,5242
39,7033;5,3856;-21,0308;16,0160;21,4698;-11,6043;10,2685;-10,1641
43,1774;6,5891;-20,5305;14,1403;20,1109;-10,7446;10,7844;-9,9921
46,2896;7,7927;-19,8583;12,0923;18,5798;-9,9009;11,3004;-9,8363
49,2302;8,9963;-18,9985;9,8377;16,8589;-8,8692;11,8335;-9,2658
52,0185;10,1999;-18,1545;7,7895;15,1381;-7,8375;12,1775;-11,5401
54,4635;11,4207;-17,1385;5,5521;13,4345;-6,8222;12,5214;-11,6733
56,5652;12,4696;-15,9350;3,3146;11,5587;-5,6186;12,8827;-7,9608
58,3235;13,3121;-14,7314;1,0604;9,4764;-4,3986;13,0547;-7,4611
59,7382;14,3612;-13,5438;-0,9882;7,6004;-3,3834;13,2267;-6,7569
60,7896;15,2384;-12,1683;-3,2257;5,5351;-2,1798;13,4160;-6,2573
61,7085;15,9262;-10,8090;-5,4631;3,4699;-0,9762;13,4333;-5,5695
62,0920;16,6316;-9,2617;-7,7168;1,4046;0,2274;13,2440;-4,8816
62,1315;17,1475;-7,7144;-9,7821;-0,6440;1,4310;13,2613;-4,1938
61,8072;17,6634;-6,1834;-11,8473;-2,8979;2,6345;13,1066;-3,5224
61,3503;18,2144;-4,4478;-13,9285;-4,9632;3,8381;12,7626;-2,6461
60,3377;18,3689;-2,9170;-15,8216;-7,0447;5,0586;12,4185;-1,9748
59,1725;18,7480;-1,1979;-17,7304;-8,9216;6,0733;12,0918;-1,0984
57,6629;18,7304;0,5212;-19,4669;-11,0029;7,2939;11,5757;-0,4271
55,7893;18,9376;2,2571;-21,0156;-12,9120;8,3256;11,0596;0,4493
53,7821;18,7656;3,7876;-22,5798;-14,6328;9,3573;10,5435;1,1205
51,2194;18,6112;5,5237;-23,9564;-16,3537;10,4062;10,0446;1,9970
48,4843;18,2671;7,0540;-25,3637;-18,0903;11,2659;9,3565;2,6681
45,5957;17,9231;8,8073;-26,4114;-19,6547;12,1257;8,6854;3,5447
42,3433;17,6141;10,1656;-27,2716;-21,0312;13,0028;7,8082;4,2326
38,9185;16,9085;11,7301;-28,1470;-22,4233;13,6907;7,1540;4,9204
35,3396;16,4099;13,1056;-28,8504;-23,6432;14,3785;6,1048;5,6083
31,3790;15,7392;14,4984;-29,3816;-24,6755;15,1012;5,2276;6,2961
27,4365;14,8790;15,7020;-29,7408;-25,7385;15,4277;4,5733;7,0010
23,3214;14,0361;16,9230;-29,9280;-26,4267;15,9611;3,5241;7,4999
19,0160;13,0038;17,9547;-29,9432;-27,1301;16,3225;2,6807;8,2048
14,7106;11,9715;19,0040;-29,7863;-27,6615;16,4945;1,6317;8,7378
10,4224;10,9564;19,8814;-29,4575;-28,0208;16,6665;0,7881;9,0647
5,9446;9,7520;20,5693;-28,9416;-28,1928;16,8560;-0,2608;9,5977
1,4668;8,5475;21,2749;-28,4561;-28,3952;16,8560;-1,1044;9,9417
-3,0275;7,3431;21,8085;-27,6116;-28,2385;16,8910;-2,1367;10,2857
-7,3166;6,1557;22,1525;-26,5799;-27,8945;16,5295;-3,2020;10,6468
-11,8105;4,7622;22,5320;-25,5636;-27,5658;16,3749;-3,8737;10,8188
-16,1159;3,5746;22,5142;-24,3754;-27,0652;16,0309;-4,5532;10,9908
-20,4526;2,1981;22,7218;-23,0155;-26,3926;15,7043;-7,6493;11,1800
-24,4131;0,8215;22,5498;-21,4682;-25,5482;15,2056;-6,6427;11,1800
-28,3889;-0,5550;22,4133;-19,9365;-24,5165;14,5175;-7,3309;11,1800
-32,1922;-1,9481;21,8972;-18,2331;-23,5158;13,8294;-7,7913;11,1972
-35,8377;-3,1361;21,3812;-16,3422;-22,1403;13,1585;-11,0029;11,0252
-39,1235;-4,5126;20,8828;-14,4671;-20,7649;12,2983;-13,1040;10,8532
-42,2369;-5,9055;20,2123;-12,4044;-19,4051;11,4381;-12,6639;10,6984
-45,1922;-7,1099;19,3697;-10,3416;-17,8736;10,5951;-13,6236;10,3543
-47,8026;-8,3144;18,3374;-8,2951;-16,1544;9,5628;-11,1317;10,0103
-50,0542;-9,5350;17,3051;-6,0605;-14,4512;8,5305;-11,4388;9,6663
-52,1476;-10,5673;16,2902;-3,8095;-12,5602;7,4981;-14,6390;9,3393
-53,8964;-11,5996;15,1032;-1,7633;-10,6693;6,4828;-12,0791;8,8233
-55,2868;-12,6479;13,7267;0,4712;-8,7945;5,2784;-15,3979;8,3072
-56,5189;-13,5081;12,3674;2,7058;-6,7318;4,0571;-18,3568;7,8082
-57,4067;-14,3683;10,8187;4,9403;-4,6690;3,0416;-18,9357;7,1200
-57,9502;-15,2445;9,2700;7,1749;-2,6062;1,8372;-18,7480;6,4149
-58,1497;-15,9484;7,7213;9,4265;-0,5435;0,6328;-18,8893;5,9158
-58,0052;-16,4645;6,1896;11,4893;1,5193;-0,5717;-17,1368;5,2446
-57,5169;-16,9964;4,4518;13,5694;3,5821;-1,7761;-18,0769;4,3675
-56,6709;-17,3404;2,9200;15,4604;5,6448;-2,9805;-15,9033;3,6793
-55,6808;-17,7002;1,1991;17,3688;7,7246;-4,1849;-15,0117;3,0080
-54,1474;-17,8722;-0,5218;19,0880;9,6156;-5,4057;-14,7503;2,1310
-52,4703;-18,0600;-2,2592;20,8248;11,5065;-6,4380;-11,2283;1,4596
-50,2358;-18,0600;-3,7914;22,3721;13,3975;-7,4703;-10,6962;0,5827
-48,0297;-18,0757;-5,5286;23,9372;15,3233;-8,5027;-10,1263;-0,0888
-45,4804;-17,9195;-7,0773;25,3306;16,8531;-9,5511;-12,3840;-0,9656
-42,5589;-17,5755;-8,6260;26,5521;18,6074;-10,4114;-12,4962;-1,6372
-39,6813;-17,2474;-10,1909;27,6019;19,9652;-11,2716;-11,5175;-2,5139
-36,2447;-16,7314;-11,5514;28,4797;21,5479;-12,1318;-7,4215;-3,1855
-32,8232;-16,2314;-13,1320;29,1676;22,7515;-13,0240;-9,2617;-4,0622
-29,2453;-15,5435;-14,3365;29,8917;23,9729;-13,5241;-7,5517;-4,7504
-25,2939;-14,8715;-15,5409;30,2357;25,0225;-14,2282;-7,8213;-5,4385
-21,3580;-14,0117;-16,7611;30,6160;25,9002;-14,7602;-6,9615;-6,1430
-17,2349;-13,1520;-17,8092;30,6160;26,5881;-15,0883;-6,1671;-6,6427
-13,1438;-12,3082;-18,6694;30,6524;27,3120;-15,6361;-4,4884;-7,3472
-8,6614;-11,2765;-19,5453;30,3083;27,6559;-15,8081;-4,3493;-7,8632
-4,3668;-10,2610;-20,2334;29,9824;28,0179;-15,9801;-3,8827;-8,3793
-0,0721;-9,0574;-20,9528;29,4845;28,2080;-16,1680;-2,8840;-8,9116
4,2056;-7,8538;-21,2968;28,8145;28,2261;-16,1838;-1,5086;-9,2556
8,7060;-6,6502;-21,6409;27,9723;28,0541;-16,0118;0,0000;-9,5997
12,8117;-5,4630;-22,0160;26,9580;27,9181;-15,8399;-0,1498;-9,9598
17,1413;-4,0876;-22,0160;25,7536;27,4201;-15,6837;1,4811;-10,1157
21,0751;-2,7121;-22,0315;24,5849;26,7319;-15,3556;2,1857;-10,4920
25,2340;-1,3201;-21,8596;23,0362;26,0618;-14,8397;2,6849;-10,4759
29,0319;-0,1331;-21,7187;21,4875;25,2195;-14,3238;3,2383;-10,6640
32,6401;1,2423;-21,2028;19,9741;24,2050;-13,8238;5,4532;-10,6640
36,2852;2,6178;-20,6868;18,0811;23,0006;-13,1360;6,0370;-10,6640
39,5687;4,0100;-20,2022;16,1880;21,8139;-12,4641;5,7464;-10,6801
42,6807;5,1967;-19,3424;14,3124;20,4551;-11,6043;6,8460;-10,5081
45,6400;6,5891;-18,4983;12,2471;18,9064;-10,7446;7,1390;-10,3523
48,2371;7,7927;-17,4667;10,1819;17,3752;-9,9009;8,0158;-9,9921
50,6818;8,9963;-16,4508;8,1337;15,6543;-8,8692;8,7378;-9,8363
52,7831;10,2170;-15,2472;5,8963;13,9508;-7,8375;9,1160;-9,5085
54,5410;11,2487;-14,0596;3,6588;12,0578;-6,8059;9,0989;-8,9764
55,9359;12,2804;-12,6841;1,4214;10,1647;-5,7905;9,2196;-8,6487
57,1785;13,3294;-11,3248;-0,8161;8,2888;-4,5869;9,9246;-8,1490
58,0773;14,1892;-9,7774;-3,0535;6,2235;-3,3669;10,4748;-7,4448
58,6324;15,0664;-8,2301;-5,3074;4,1583;-2,3517;10,6812;-6,9289
58,8240;15,7543;-6,6991;-7,3563;2,0931;-1,1481;10,4920;-6,4293
58,8828;16,4421;-4,9636;-9,6100;0,0278;0,0554;10,5435;-5,7415
58,3863;17,1475;-3,4328;-11,6752;-2,0374;1,2590;9,9931;-5,0536
57,7372;17,6809;-1,7136;-13,7564;-4,1027;2,4626;9,8040;-4,3822
56,7439;18,0249;0,0055;-15,6495;-6,1843;3,6662;9,8726;-3,5059
55,3868;18,3864;1,7414;-17,5583;-8,0610;4,8866;9,3728;-2,8180
53,8768;18,5584;3,2719;-19,2791;-10,1424;5,9014;6,5530;-2,1467
52,0223;18,7480;5,0079;-21,0156;-12,0515;7,1220;6,2114;-1,2869
49,8231;18,7480;6,5382;-22,5798;-13,7564;8,1537;7,9631;-0,4105
47,2602;18,7656;8,2744;-23,9718;-15,6812;9,1853;7,3960;0,2607
44,5249;18,6112;9,8217;-25,1763;-17,2299;10,2342;7,5152;1,1372
41,6359;18,2671;11,3862;-26,4114;-18,7786;11,0940;6,2090;1,8083
38,3834;17,9406;12,7617;-27,2716;-20,3429;11,9538;6,3254;2,6849
34,9583;17,4246;14,1545;-28,1470;-21,7351;12,8308;2,8904;3,3559
31,3608;16,9260;15,3581;-28,8504;-22,9550;13,5187;3,3857;4,2326
27,5726;16,2378;16,5791;-29,3816;-23,9873;14,2066;2,0305;4,9204
23,8202;15,5671;17,6108;-29,7408;-25,0350;14,9118;2,4919;5,6083
19,6696;14,7069;18,6601;-29,9280;-25,9106;15,4452;1,8326;6,2961
15,7265;13,8641;19,5199;-29,9280;-26,6140;15,7891;-1,3097;7,0010
11,6108;12,8145;20,3973;-29,9583;-27,1301;16,1331;-1,9812;7,4999
7,3054;11,9887;21,1029;-29,6295;-27,6767;16,4945;-2,8084;8,2048
3,0000;10,7843;21,6365;-29,1136;-27,8487;16,6665;-4,0293;8,7207
-1,3054;9,5628;21,9805;-28,6281;-28,0360;16,8560;-5,2092;9,2538
-5,6272;8,5646;22,3422;-27,7836;-28,0512;16,8735;-4,4304;9,5977
-9,7601;7,1711;22,5320;-26,7519;-27,8945;16,7015;-6,7005;9,9417
-13,8931;5,9666;22,5320;-25,7355;-27,5658;16,5295;-8,7558;10,2857
-18,0418;4,7791;22,5498;-24,5474;-27,0652;16,3749;-8,8468;10,6296
-22,0179;3,4026;22,3955;-23,1874;-26,3773;16,0484;-9,9275;10,9908
-25,8061;2,0260;22,0693;-21,6401;-25,7202;15,5149;-10,3468;11,1800
-29,6246;0,6328;21,5532;-20,1084;-24,6885;15,2056;-11,9597;11,1628
-33,0831;-0,5550;21,0548;-18,4050;-23,6723;14,5001;-12,8360;11,3520
-36,3690;-1,9316;20,3843;-16,5141;-22,4842;14,0188;-13,5401;11,3520
-39,4825;-3,3081;19,5241;-14,6390;-21,1088;13,1412;-14,0243;11,3692
-42,4381;-4,7011;18,6815;-12,5762;-19,7490;12,4704;-14,8686;11,1972
-45,0344;-5,9055;17,6667;-10,5135;-18,2017;11,6102;-15,9167;11,0252
-47,4727;-7,1099;16,4623;-8,4669;-16,6702;10,7671;-16,8244;10,8704
-49,5521;-8,3144;15,2579;-6,2324;-14,9510;9,7348;-17,2158;10,5092
-51,4733;-9,5188;14,0708;-3,9978;-13,2479;8,7025;-17,2175;10,3715
-53,0500;-10,7393;12,7116;-1,7633;-11,3569;7,6872;-14,9481;9,8383
-54,2684;-11,7716;11,1457;0,4712;-9,4821;6,4658;-15,0883;9,5114
-55,3424;-12,8200;9,7863;2,7058;-7,4193;5,4505;-15,3979;8,9953
-55,8723;-13,6802;8,2546;4,9572;-5,3402;4,2460;-18,3411;8,4792
-56,2440;-14,5563;6,5168;7,0030;-3,4657;3,0416;-19,0920;7,9631
-56,2717;-15,2445;4,9850;9,2376;-1,4030;1,8372;-19,0606;7,4641
-55,9554;-15,9484;3,2641;11,5065;0,6598;0,6328;-19,4203;6,7760
-55,2814;-16,4645;1,5265;13,3802;2,7226;-0,5883;-19,6237;6,0878
-54,4634;-16,9806;-0,0055;15,4604;4,7853;-1,6040;-19,4830;5,3997
-53,1020;-17,5282;-1,7264;17,3513;6,8651;-2,8084;-18,9671;4,7115
-51,5687;-17,6845;-3,4637;19,2599;8,7560;-4,0129;-18,5612;4,0403
-49,8920;-18,0600;-4,9960;20,9967;10,6470;-5,2337;-16,7789;3,1632
-47,6575;-18,0600;-6,7332;22,5440;12,5380;-6,2660;-15,5726;2,4919
-45,4517;-18,0600;-8,2819;24,1270;14,4463;-7,2983;-16,5436;1,6317
-42,9026;-18,0757;-9,8467;25,3127;16,1829;-8,3306;-16,1522;0,7547
-39,9957;-17,9195;-11,2072;26,7241;17,7302;-9,3629;-16,3400;0,0833
-36,9173;-17,5755;-12,7879;27,7738;19,2951;-10,4114;-16,4508;-0,7936
-33,6673;-17,2316;-13,9764;28,6336;20,6705;-11,2716;-15,2313;-1,4651
-30,2459;-16,9034;-15,3847;29,5296;22,0637;-12,1478;-14,1996;-2,3419
-26,6683;-16,4033;-16,4170;30,0455;23,2851;-12,8360;-13,0880;-3,0135
-22,7168;-15,7313;-17,4493;30,5796;24,3347;-13,5401;-12,9640;-3,8902
-18,7654;-14,8556;-18,4974;30,9600;25,1945;-14,0562;-12,3242;-4,5783
-14,8298;-14,1837;-19,3733;30,9600;26,0722;-14,5722;-11,1367;-5,2665
-10,7067;-13,3399;-20,0614;30,9782;26,7780;-15,1042;-9,6967;-5,9709
-6,5837;-12,3082;-20,7652;30,8426;27,3120;-15,4482;-9,0250;-6,4707
-2,4771;-11,2765;-21,2968;30,3265;27,6740;-15,8081;-8,1490;-7,1751
1,8342;-10,2610;-21,6409;29,8286;27,8460;-15,9801;-7,4936;-7,6912
5,9573;-9,0574;-22,0160;29,1585;28,0541;-16,1680;-6,4946;-8,2073
10,0803;-7,8538;-22,0160;28,3164;27,8820;-16,1838;-5,0864;-8,7396
14,2034;-6,6502;-22,0160;27,3021;27,7281;-16,0118;-3,9889;-9,0674
18,3440;-5,4630;-22,0471;26,0977;27,4021;-15,8399;-3,7108;-9,6158
22,3132;-4,0711;-21,7031;24,9112;26,9040;-15,6837;-2,7286;-9,7717
26,1109;-2,8840;-21,3747;23,5524;26,2338;-15,3398;-1,2642;-10,1319
29,7192;-1,5086;-20,8744;22,0215;25,3736;-15,0117;1,4763;-10,3039
33,3640;-0,1331;-20,1866;20,3006;24,5491;-14,5117;0,2773;-10,4759
36,6473;1,2423;-19,5144;18,5974;23,3447;-13,8079;0,9485;-10,6640
39,7592;2,6345;-18,6703;16,7218;22,1581;-13,3239;1,6076;-10,6640
42,6994;3,8213;-17,6386;14,6566;20,7815;-12,4481;4,9343;-10,6640
45,4871;5,1967;-16,6069;12,5914;19,4226;-11,7763;3,4606;-10,6801
47,9314;6,5891;-15,6070;10,5261;17,8739;-10,9165;5,2276;-10,5081
50,0133;7,7927;-14,2156;8,4780;16,3427;-10,0729;4,1854;-10,3523
51,9428;9,0134;-13,0440;6,2405;14,6392;-9,0412;7,5492;-9,9921
53,5287;10,0279;-11,4806;4,0030;12,7462;-8,0095;5,7972;-9,8363
54,7517;11,2487;-10,1213;1,7656;10,8531;-6,9778;6,3470;-9,4923
55,8222;12,2804;-8,5740;-0,4719;8,9601;-5,9625;6,5360;-9,1646
56,5490;13,3294;-7,0430;-2,7093;7,0840;-4,7589;6,5190;-8,6487
56,9125;14,1892;-5,3075;-4,9468;5,0188;-3,5388;6,6910;-8,1327
57,1235;15,0490;-3,7766;-7,2005;2,9368;-2,5237;6,8630;-7,6168
57,0100;15,9437;-2,0575;-9,2658;1,0604;-1,3201;7,0520;-7,1172
56,3219;16,4421;-0,3383;-11,3310;-1,0048;-0,1165;7,0350;-6,4293
55,6920;17,1475;1,3975;-13,3962;-3,0700;1,0871;7,2240;-5,7415
54,5264;17,6809;2,9280;-15,4933;-5,1517;2,2907;7,2580;-5,0536
52,9970;18,0249;4,6641;-17,1983;-7,0284;3,4942;6,8970;-4,3657
51,3146;18,3864;6,1944;-19,1228;-9,1099;4,6978;6,7590;-3,6779
49,2685;18,5584;7,9306;-20,6715;-11,0190;5,9183;6,2259;-3,0065
47,0500;18,7480;9,4779;-22,2357;-12,7239;6,9500;5,8649;-2,1302
44,6970;18,7480;11,0424;-23,6122;-14,6328;7,9817;5,7268;-1,4589
41,7705;18,7656;12,4178;-25,0042;-16,3695;9,0134;5,1769;-0,5825
38,8627;18,6112;13,7933;-26,2393;-17,9182;10,0622;5,0218;0,0887
