"Position (mm) Run #1";"Position (mm) Run #2"
-33,7511;17,4547
-35,6681;16,7666
-37,2168;16,0991
-38,7655;15,2388
-40,3377;14,3786
-41,5422;13,5389
-42,7582;12,5066
-43,7905;11,4947
-44,8459;10,2699
-45,5340;9,2579
-46,2451;8,0332
-46,5891;7,0413
-46,9446;5,6647
-47,1280;4,2681
-47,1280;3,0837
-47,1508;1,7071
-46,8183;0,3306
-46,3024;-1,0460
-45,7979;-2,4225
-45,1216;-3,7991
-44,2733;-5,1952
-43,2532;-6,3996
-42,0497;-7,5846
-40,8578;-8,9999
-39,4941;-10,0129
-37,9468;-11,2365
-36,4115;-12,2688
-34,7044;-13,3203
-32,8134;-14,1805
-30,9347;-15,0407
-28,8842;-15,9200
-26,6372;-16,6081
-24,5995;-17,3341
-22,1932;-17,6592
-19,7869;-18,1942
-17,3806;-18,5571
-14,9873;-18,7480
-12,3961;-18,7480
-10,0030;-18,7480
-7,4250;-18,7669
-4,8469;-18,6138
-2,2688;-18,2698
0,2955;-17,9258
3,0592;-17,6008
5,6513;-17,1038
8,0434;-16,4159
10,6215;-15,7471
13,2140;-14,8873
15,6203;-14,0466
18,0413;-13,0149
20,2611;-11,9832
22,6972;-10,9708
24,7449;-9,7672
27,0097;-8,5636
28,9007;-7,3601
30,7916;-6,1565
32,6980;-4,9725
34,4326;-3,5774
35,9799;-2,3935
37,5428;-1,0180
38,9340;0,3772
40,1533;1,5609
41,1850;2,9563
42,2485;4,1399
42,9363;5,5354
43,6242;6,7591
44,3440;7,7908
44,7040;8,8225
44,8760;9,8542
45,0800;10,8859
44,9080;11,9380
44,7520;12,7978
44,4240;13,6576
43,9079;14,5379
43,4237;15,2257
42,5635;15,9342
41,7191;16,4707
40,7026;16,7941
39,4982;17,3513
38,3252;17,5233
36,7765;17,7160
35,2278;17,7160
33,7100;17,7367
31,8016;17,5854
30,1113;17,2413
28,0309;16,8973
26,1680;16,5739
23,9305;16,0578
21,6931;15,5623
19,4556;14,8742
17,2328;14,2066
14,8231;13,3464
12,4278;12,5066
9,8316;11,4743
7,4361;10,4420
4,8542;9,4097
2,2583;8,3976
-0,1376;7,1730
-2,7195;6,1809
-5,3150;4,7643
-7,7113;3,7720
-10,3065;2,3755
-12,7161;1,1711
-15,1388;-0,0136
-17,3634;-1,4099
-19,7859;-2,6143
-22,0360;-3,7991
-24,1012;-5,1952
-26,1665;-6,3996
-28,2441;-7,6040
-30,1494;-8,8278
-31,8702;-9,8601
-33,6032;-10,8924
-35,1519;-11,9440
-36,7125;-12,8042
-38,1010;-13,6644
-39,3172;-14,5437
-40,3495;-15,2509
-41,3935;-15,7669
-42,2654;-16,2830
-42,9535;-16,8181
-43,6648;-17,1621
-44,0089;-17,5251
-44,3644;-17,7160
-44,5480;-17,7160
-44,5595;-17,7160
-44,3875;-17,7349
-44,2271;-17,5819
-43,9063;-17,2379
-43,2184;-16,9129
-42,5306;-16,3970
-41,8661;-15,9000
-40,8344;-15,2122
-39,8144;-14,5434
-38,6227;-13,6836
-37,2472;-12,8238
-35,8838;-11,9640
-34,3365;-11,1427
-32,8134;-9,9199
-30,9102;-8,8882
-29,2157;-7,8759
-27,1405;-6,6723
-25,2621;-5,4883
-23,2119;-4,0932
-20,9774;-2,8896
-18,7428;-1,6861
-16,5212;-0,4825
-14,1149;0,7211
-11,6954;1,9247
-9,4874;3,1283
-6,8959;4,3318
-4,4896;5,5555
-2,0833;6,5671
0,3092;7,8110
2,9012;8,6708
5,3075;9,5103
7,7138;10,5420
10,1202;11,5941
12,5409;12,4743
14,7754;13,1621
17,0100;13,8500
19,2592;14,5584
21,3220;15,0743
23,3997;15,6108
25,2906;15,9754
27,1816;16,1268
29,0878;16,5120
30,8222;16,4914
32,3695;16,7046
33,9323;16,5326
35,3233;16,3606
36,5268;16,2092
37,7461;15,8652
38,7935;15,5417
39,6532;15,0462
40,5446;14,3581
41,0605;13,6700
41,5923;13,0023
41,9363;12,1421
42,3120;11,2818
42,3120;10,4420
42,3279;9,3894
42,1718;8,5494
41,8436;7,5171
41,3275;6,4848
40,8272;5,4726
40,1549;4,2481
39,3104;3,2557
38,2781;1,8593
37,2614;0,6549
36,0726;-0,5496
34,7115;-1,7540
33,1628;-2,9584
31,6141;-4,1628
30,0960;-5,3868
28,1878;-6,4191
26,4971;-7,4514
24,4169;-8,4837
22,5387;-9,5160
20,4883;-10,5676
18,2509;-11,4278
16,0134;-12,2880
13,7759;-13,1674
11,5528;-13,8555
9,1432;-14,5628
6,7335;-15,0788
4,3238;-15,6139
1,9141;-15,9770
-0,4956;-16,1300
-2,9053;-16,5120
-5,3285;-16,5120
-7,5525;-16,5120
-9,9622;-16,5120
-12,3851;-16,5500
-14,6225;-16,1870
-16,8600;-16,0340
-19,1102;-15,7091
-21,1755;-15,1931
-23,2407;-14,6963
-25,3185;-14,0084
-27,2239;-13,3206
-28,9448;-12,6519
-30,6656;-11,7921
-32,3987;-10,9515
-33,9594;-9,9006
-35,3360;-9,0601
-36,7245;-8,0478
-37,9408;-6,8248
-38,9849;-5,7931
-39,8451;-4,7810
-40,7171;-3,5578
-41,4169;-2,5457
-41,9330;-1,3422
-42,4724;-0,1188
-42,6444;0,8732
-42,8280;2,2885
-42,8280;3,3202
-42,8513;4,3318
-42,5073;5,5555
-42,1750;6,5872
-41,6591;7,6391
-41,1666;8,4988
-40,3068;9,3586
-39,4470;10,2184
-38,6109;11,0986
-37,4073;11,7864
-36,2157;12,4743
-34,8522;13,1826
-33,3049;13,6985
-31,7576;14,2145
-30,2226;14,7509
-28,5158;15,1154
-26,6248;15,2874
-24,7464;15,4594
-22,6836;15,6520
-20,6209;15,6726
