"Position (mm) Run #2";"Position (mm) Run #3"
-110,0661;-109,5201
-112,1468;-113,8408
-114,0245;-117,9889
-116,0441;-121,9345
-118,6562;-126,0675
-120,8787;-130,2149
-123,2884;-134,1612
-125,7128;-138,3223
-127,9357;-142,0966
-130,3598;-146,0708
-132,5973;-149,8725
-134,8347;-153,5016
-137,0863;-156,9583
-139,1516;-160,2424
-141,2308;-163,3540
-143,1238;-166,2932
-145,0306;-169,0725
-146,7514;-171,4946
-148,4859;-173,7443
-150,0481;-175,8340
-151,4381;-177,5791
-152,6558;-178,9677
-153,6882;-180,1961
-154,7337;-181,0802
-155,6072;-181,6201
-156,3085;-181,8040
-156,8245;-181,8278
